Year,School,School_Consistant,lon,lat,IndianMale,IndianFemale,Indian_Pop,Indian_Prcnt,IndianPercent,AsianMale,AsianFemale,Asian_Pop,Asian_Prcnt,AsianPercent,HispanicMale,HispanicFemale,Hispanic_Pop,Hispanic_Prcnt,HispanicPercent,BlackMale,BlackFemale,Black_Pop,Black_Prcnt,BlackPercent,WhiteMale,WhiteFemale,White_Pop,White_Prcnt,WhitePercent,PacificIslandMale,PacificIslandFemale,Pacific_Pop,Pacific_Prcnt,PacificPercent,TwoorMoreMale,TwoorMoreFemale,Mixed_Pop,Mixed_Prcnt,TwoorMorePercent,Total,Diverse1,Diverse2,Diverse3
2012,ELON PARK ELEMENTARY,ELON PARK ELEMENTARY,-80.84363,35.022861,1,0,1,0.102,0.10%,108,88,196,20.02,20.00%,30,30,60,6.129,6.10%,51,41,92,9.397,9.40%,292,311,603,61.593,61.60%,0,0,0,0,0.00%,10,17,27,2.758,2.80%,979,0,1,1
2013,ELON PARK ELEMENTARY,ELON PARK ELEMENTARY,-80.84363,35.022861,1,0,1,0.094,0.10%,119,107,226,21.221,21.20%,36,34,70,6.573,6.60%,59,50,109,10.235,10.20%,316,322,638,59.906,59.90%,0,0,0,0,0.00%,8,13,21,1.972,2.00%,"1,065",0,0,0
2014,Elon Park Elementary,ELON PARK ELEMENTARY,-80.84363,35.022861,1,0,1,0.089,0.10%,139,139,278,24.645,24.60%,30,34,64,5.674,5.70%,48,42,90,7.979,8.00%,326,344,670,59.397,59.40%,1,2,3,0.266,0.30%,11,11,22,1.95,2.00%,"1,128",0,1,1
2015,Elon Park Elementary,ELON PARK ELEMENTARY,-80.84363,35.022861,1,0,1,0.09,0.10%,163,156,319,28.61,28.60%,26,34,60,5.381,5.40%,46,45,91,8.161,8.20%,319,308,627,56.233,56.20%,2,1,3,0.269,0.30%,7,7,14,1.256,1.30%,"1,115",0,1,1
2016,Elon Park Elementary,ELON PARK ELEMENTARY,-80.84363,35.022861,2,0,2,0.178,0.20%,177,169,346,30.865,30.90%,34,35,69,6.155,6.20%,48,46,94,8.385,8.40%,310,282,592,52.81,52.80%,3,1,4,0.357,0.40%,7,7,14,1.249,1.20%,"1,121",0,1,1
2017,Elon Park Elementary,ELON PARK ELEMENTARY,-80.84363,35.022861,6,0,6,0.54,0.50%,196,190,386,34.743,34.70%,26,37,63,5.671,5.70%,45,42,87,7.831,7.80%,288,263,551,49.595,49.60%,3,1,4,0.36,0.40%,6,8,14,1.26,1.30%,"1,111",0,1,1
2018,Elon Park Elementary,ELON PARK ELEMENTARY,-80.84363,35.022861,4,0,4,0.359,0.40%,216,199,415,37.287,37.30%,41,44,85,7.637,7.60%,50,39,89,7.996,8.00%,260,239,499,44.834,44.80%,3,2,5,0.449,0.40%,7,9,16,1.438,1.40%,"1,113",0,1,1
2019,Elon Park Elementary,ELON PARK ELEMENTARY,-80.84363,35.022861,4,1,5,0.461,0.50%,207,202,409,37.696,37.70%,40,55,95,8.756,8.80%,39,38,77,7.097,7.10%,243,234,477,43.963,44.00%,1,1,2,0.184,0.20%,10,10,20,1.843,1.80%,"1,085",0,1,1
2020,Elon Park Elementary,ELON PARK ELEMENTARY,-80.84363,35.022861,0,0,0,0,0.00%,202,206,408,38.024,38.00%,44,50,94,8.76,8.80%,48,46,94,8.76,8.80%,240,213,453,42.218,42.20%,1,0,1,0.093,0.10%,11,12,23,2.144,2.10%,1073,0,1,1
2008,ENDHAVEN ELEMENTARY,ENDHAVEN ELEMENTARY,-80.835491,35.066847,2,2,4,0.434,0.40%,35,45,80,8.677,8.70%,20,21,41,4.447,4.40%,72,65,137,14.859,14.90%,339,321,660,71.584,71.60%,0,0,0,0,0.00%,0,0,0,0,0.00%,922,0,0,0
2009,ENDHAVEN ELEMENTARY,ENDHAVEN ELEMENTARY,-80.835491,35.066847,0,2,2,0.287,0.30%,33,32,65,9.326,9.30%,42,45,87,12.482,12.50%,70,57,127,18.221,18.20%,224,192,416,59.684,59.70%,0,0,0,0,0.00%,0,0,0,0,0.00%,697,0,0,0
2010,ENDHAVEN ELEMENTARY,ENDHAVEN ELEMENTARY,-80.835491,35.066847,0,3,3,0.432,0.40%,45,40,85,12.248,12.20%,36,47,83,11.96,12.00%,60,66,126,18.156,18.20%,211,186,397,57.205,57.20%,0,0,0,0,0.00%,0,0,0,0,0.00%,694,0,0,0
2011,ENDHAVEN ELEMENTARY,ENDHAVEN ELEMENTARY,-80.835491,35.066847,3,4,7,0.956,1.00%,53,51,104,14.208,14.20%,48,50,98,13.388,13.40%,40,35,75,10.246,10.20%,211,199,410,56.011,56.00%,0,0,0,0,0.00%,21,17,38,5.191,5.20%,732,0,0,0
2012,ENDHAVEN ELEMENTARY,ENDHAVEN ELEMENTARY,-80.835491,35.066847,1,1,2,0.259,0.30%,59,57,116,15.006,15.00%,52,47,99,12.807,12.80%,59,48,107,13.842,13.80%,205,224,429,55.498,55.50%,0,0,0,0,0.00%,13,7,20,2.587,2.60%,773,0,0,0
2013,ENDHAVEN ELEMENTARY,ENDHAVEN ELEMENTARY,-80.835491,35.066847,1,1,2,0.272,0.30%,53,40,93,12.636,12.60%,50,58,108,14.674,14.70%,56,45,101,13.723,13.70%,213,201,414,56.25,56.30%,0,0,0,0,0.00%,9,9,18,2.446,2.40%,736,0,0,0
2014,Endhaven Elementary,ENDHAVEN ELEMENTARY,-80.835491,35.066847,1,2,3,0.409,0.40%,44,48,92,12.551,12.60%,52,57,109,14.87,14.90%,59,45,104,14.188,14.20%,206,200,406,55.389,55.40%,1,1,2,0.273,0.30%,7,10,17,2.319,2.30%,733,0,0,0
2015,Endhaven Elementary,ENDHAVEN ELEMENTARY,-80.835491,35.066847,0,3,3,0.421,0.40%,42,56,98,13.745,13.70%,58,52,110,15.428,15.40%,54,41,95,13.324,13.30%,181,208,389,54.558,54.60%,0,1,1,0.14,0.10%,7,10,17,2.384,2.40%,713,0,0,0
2016,Endhaven Elementary,ENDHAVEN ELEMENTARY,-80.835491,35.066847,2,2,4,0.542,0.50%,67,64,131,17.751,17.80%,59,53,112,15.176,15.20%,61,46,107,14.499,14.50%,164,203,367,49.729,49.70%,0,1,1,0.136,0.10%,8,8,16,2.168,2.20%,738,0,0,0
2017,Endhaven Elementary,ENDHAVEN ELEMENTARY,-80.835491,35.066847,2,0,2,0.275,0.30%,62,67,129,17.72,17.70%,69,60,129,17.72,17.70%,63,42,105,14.423,14.40%,160,176,336,46.154,46.20%,1,2,3,0.412,0.40%,14,10,24,3.297,3.30%,728,0,0,0
2018,Endhaven Elementary,ENDHAVEN ELEMENTARY,-80.835491,35.066847,2,2,4,0.539,0.50%,87,83,170,22.911,22.90%,69,64,133,17.925,17.90%,65,45,110,14.825,14.80%,148,154,302,40.701,40.70%,1,0,1,0.135,0.10%,13,9,22,2.965,3.00%,742,0,0,0
2019,Endhaven Elementary,ENDHAVEN ELEMENTARY,-80.835491,35.066847,0,0,0,0,0.00%,84,100,184,25.698,25.70%,64,67,131,18.296,18.30%,59,39,98,13.687,13.70%,137,149,286,39.944,39.90%,0,0,0,0,0.00%,8,9,17,2.374,2.40%,716,0,0,0
2020,Endhaven Elementary,ENDHAVEN ELEMENTARY,-80.835491,35.066847,0,0,0,0,0.00%,52,80,132,19.76,19.80%,59,68,127,19.012,19.00%,59,42,101,15.12,15.10%,129,141,270,40.419,40.40%,1,1,2,0.299,0.30%,18,18,36,5.389,5.40%,668,0,0,0
2008,FINANCE AT GARINGER,FINANCE AT GARINGER,-80.78199,35.241017,1,0,1,0.476,0.50%,5,1,6,2.857,2.90%,25,26,51,24.286,24.30%,67,75,142,67.619,67.60%,5,5,10,4.762,4.80%,0,0,0,0,0.00%,0,0,0,0,0.00%,210,0,1,1
2008,FIRST WARD ELEM,FIRST WARD CREATIVE ARTS ACAD,-80.832611,35.229063,5,1,6,1.193,1.20%,1,3,4,0.795,0.80%,5,0,5,0.994,1.00%,237,246,483,96.024,96.00%,3,2,5,0.994,1.00%,0,0,0,0,0.00%,0,0,0,0,0.00%,503,1,1,1
2009,FIRST WARD ELEM,FIRST WARD CREATIVE ARTS ACAD,-80.832611,35.229063,4,0,4,0.92,0.90%,0,2,2,0.46,0.50%,5,1,6,1.379,1.40%,199,223,422,97.011,97.00%,1,0,1,0.23,0.20%,0,0,0,0,0.00%,0,0,0,0,0.00%,435,1,1,1
2010,FIRST WARD ELEM,FIRST WARD CREATIVE ARTS ACAD,-80.832611,35.229063,2,0,2,0.532,0.50%,1,0,1,0.266,0.30%,4,1,5,1.33,1.30%,193,172,365,97.074,97.10%,1,2,3,0.798,0.80%,0,0,0,0,0.00%,0,0,0,0,0.00%,376,1,1,1
2011,FIRST WARD ARTS ELEMENTARY,FIRST WARD CREATIVE ARTS ACAD,-80.832611,35.229063,1,1,2,0.338,0.30%,0,5,5,0.846,0.80%,25,46,71,12.014,12.00%,149,264,413,69.882,69.90%,26,32,58,9.814,9.80%,0,0,0,0,0.00%,16,26,42,7.107,7.10%,591,0,1,1
2012,FIRST WARD ARTS ELEMENTARY,FIRST WARD CREATIVE ARTS ACAD,-80.832611,35.229063,0,3,3,0.563,0.60%,0,0,0,0,0.00%,27,49,76,14.259,14.30%,147,255,402,75.422,75.40%,14,22,36,6.754,6.80%,0,0,0,0,0.00%,5,11,16,3.002,3.00%,533,1,1,1
2013,FIRST WARD ARTS ELEMENTARY,FIRST WARD CREATIVE ARTS ACAD,-80.832611,35.229063,0,4,4,0.73,0.70%,0,0,0,0,0.00%,31,61,92,16.788,16.80%,145,248,393,71.715,71.70%,18,20,38,6.934,6.90%,0,0,0,0,0.00%,8,13,21,3.832,3.80%,548,0,1,1
2014,First Ward Arts Elementary,FIRST WARD CREATIVE ARTS ACAD,-80.832611,35.229063,0,3,3,0.547,0.50%,1,0,1,0.182,0.20%,32,67,99,18.066,18.10%,134,253,387,70.62,70.60%,16,22,38,6.934,6.90%,0,0,0,0,0.00%,6,14,20,3.65,3.60%,548,0,1,1
2015,First Ward Creative Arts Academy,FIRST WARD CREATIVE ARTS ACAD,-80.832611,35.229063,0,3,3,0.565,0.60%,3,0,3,0.565,0.60%,38,74,112,21.092,21.10%,134,232,366,68.927,68.90%,17,14,31,5.838,5.80%,0,0,0,0,0.00%,5,11,16,3.013,3.00%,531,0,1,1
2016,First Ward Creative Arts Acad,FIRST WARD CREATIVE ARTS ACAD,-80.832611,35.229063,0,4,4,0.73,0.70%,3,0,3,0.547,0.50%,36,74,110,20.073,20.10%,140,244,384,70.073,70.10%,14,20,34,6.204,6.20%,0,0,0,0,0.00%,3,10,13,2.372,2.40%,548,0,1,1
2017,First Ward Creative Arts Acad,FIRST WARD CREATIVE ARTS ACAD,-80.832611,35.229063,0,4,4,0.699,0.70%,1,1,2,0.35,0.30%,49,78,127,22.203,22.20%,138,249,387,67.657,67.70%,11,19,30,5.245,5.20%,0,0,0,0,0.00%,10,12,22,3.846,3.80%,572,0,1,1
2018,First Ward Creative Arts Acad,FIRST WARD CREATIVE ARTS ACAD,-80.832611,35.229063,0,1,1,0.173,0.20%,2,0,2,0.347,0.30%,54,78,132,22.877,22.90%,154,235,389,67.418,67.40%,12,18,30,5.199,5.20%,0,0,0,0,0.00%,11,12,23,3.986,4.00%,577,0,1,1
2019,First Ward Creative Arts Acad,FIRST WARD CREATIVE ARTS ACAD,-80.832611,35.229063,1,0,1,0.154,0.20%,2,2,4,0.615,0.60%,46,72,118,18.154,18.20%,185,285,470,72.308,72.30%,13,18,31,4.769,4.80%,0,0,0,0,0.00%,15,11,26,4,4.00%,650,0,1,1
2020,First Ward Creative Arts Acad,FIRST WARD CREATIVE ARTS ACAD,-80.832611,35.229063,1,0,1,0.166,0.20%,3,3,6,0.995,1.00%,46,60,106,17.579,17.60%,185,251,436,72.305,72.30%,14,17,31,5.141,5.10%,0,0,0,0,0.00%,12,11,23,3.814,3.80%,603,0,1,1
2008,FRANCIS BRADLEY MID,FRANCIS BRADLEY MIDDLE,-80.924444,35.39682,5,4,9,0.807,0.80%,18,13,31,2.78,2.80%,44,39,83,7.444,7.40%,171,157,328,29.417,29.40%,322,342,664,59.552,59.60%,0,0,0,0,0.00%,0,0,0,0,0.00%,1115,0,0,0
2009,FRANCIS BRADLEY MID,FRANCIS BRADLEY MIDDLE,-80.924444,35.39682,5,3,8,0.696,0.70%,15,14,29,2.524,2.50%,44,51,95,8.268,8.30%,193,175,368,32.028,32.00%,318,331,649,56.484,56.50%,0,0,0,0,0.00%,0,0,0,0,0.00%,1149,0,0,0
2010,FRANCIS BRADLEY MID,FRANCIS BRADLEY MIDDLE,-80.924444,35.39682,2,2,4,0.334,0.30%,17,15,32,2.671,2.70%,57,50,107,8.932,8.90%,188,216,404,33.723,33.70%,321,330,651,54.341,54.30%,0,0,0,0,0.00%,0,0,0,0,0.00%,1198,0,0,0
2011,FRANCIS BRADLEY MIDDLE,FRANCIS BRADLEY MIDDLE,-80.924444,35.39682,0,2,2,0.166,0.20%,15,17,32,2.656,2.70%,47,40,87,7.22,7.20%,178,195,373,30.954,31.00%,351,305,656,54.44,54.40%,0,0,0,0,0.00%,19,36,55,4.564,4.60%,"1,205",0,0,0
2012,FRANCIS BRADLEY MIDDLE,FRANCIS BRADLEY MIDDLE,-80.924444,35.39682,3,3,6,0.518,0.50%,12,14,26,2.243,2.20%,51,36,87,7.506,7.50%,177,183,360,31.061,31.10%,319,329,648,55.91,55.90%,0,0,0,0,0.00%,14,18,32,2.761,2.80%,"1,159",0,0,0
2013,FRANCIS BRADLEY MIDDLE,FRANCIS BRADLEY MIDDLE,-80.924444,35.39682,2,7,9,0.781,0.80%,11,13,24,2.082,2.10%,52,51,103,8.933,8.90%,184,166,350,30.356,30.40%,303,322,625,54.206,54.20%,0,0,0,0,0.00%,20,22,42,3.643,3.60%,"1,153",0,0,0
2014,Francis Bradley Middle,FRANCIS BRADLEY MIDDLE,-80.924444,35.39682,1,6,7,0.62,0.60%,13,10,23,2.037,2.00%,54,49,103,9.123,9.10%,193,132,325,28.787,28.80%,308,314,622,55.093,55.10%,0,0,0,0,0.00%,23,26,49,4.34,4.30%,"1,129",0,0,0
2015,Francis Bradley Middle,FRANCIS BRADLEY MIDDLE,-80.924444,35.39682,4,4,8,0.702,0.70%,22,10,32,2.807,2.80%,57,63,120,10.526,10.50%,181,137,318,27.895,27.90%,283,320,603,52.895,52.90%,0,0,0,0,0.00%,28,31,59,5.175,5.20%,"1,140",0,0,0
2016,Francis Bradley Middle,FRANCIS BRADLEY MIDDLE,-80.924444,35.39682,3,3,6,0.567,0.60%,19,11,30,2.833,2.80%,55,55,110,10.387,10.40%,167,133,300,28.329,28.30%,282,278,560,52.88,52.90%,0,0,0,0,0.00%,23,30,53,5.005,5.00%,"1,059",0,0,0
2017,Francis Bradley Middle,FRANCIS BRADLEY MIDDLE,-80.924444,35.39682,5,1,6,0.564,0.60%,22,14,36,3.387,3.40%,75,69,144,13.547,13.50%,166,158,324,30.48,30.50%,251,253,504,47.413,47.40%,0,1,1,0.094,0.10%,23,25,48,4.516,4.50%,"1,063",0,0,0
2018,Francis Bradley Middle,FRANCIS BRADLEY MIDDLE,-80.924444,35.39682,2,2,4,0.391,0.40%,14,19,33,3.223,3.20%,77,78,155,15.137,15.10%,174,156,330,32.227,32.20%,243,207,450,43.945,43.90%,0,2,2,0.195,0.20%,29,21,50,4.883,4.90%,"1,024",0,0,0
2019,Francis Bradley Middle,FRANCIS BRADLEY MIDDLE,-80.924444,35.39682,1,0,1,0.093,0.10%,21,22,43,4.004,4.00%,80,92,172,16.015,16.00%,211,175,386,35.94,35.90%,228,196,424,39.479,39.50%,0,2,2,0.186,0.20%,24,22,46,4.283,4.30%,"1,074",0,0,0
2020,Francis Bradley Middle,FRANCIS BRADLEY MIDDLE,-80.924444,35.39682,0,0,0,0,0.00%,20,24,44,4.055,4.10%,83,94,177,16.313,16.30%,192,181,373,34.378,34.40%,235,186,421,38.802,38.80%,0,2,2,0.184,0.20%,32,36,68,6.267,6.30%,1085,0,0,0
2008,GARINGER HIGH,GARINGER HIGH,-80.78199,35.241017,0,2,2,0.27,0.30%,10,20,30,4.049,4.00%,80,79,159,21.457,21.50%,234,266,500,67.476,67.50%,26,24,50,6.748,6.70%,0,0,0,0,0.00%,0,0,0,0,0.00%,741,0,1,1
2009,GARINGER HIGH,GARINGER HIGH,-80.78199,35.241017,0,0,0,0,0.00%,8,12,20,5.78,5.80%,30,38,68,19.653,19.70%,117,110,227,65.607,65.60%,18,13,31,8.96,9.00%,0,0,0,0,0.00%,0,0,0,0,0.00%,346,0,1,1
2013,GARINGER HIGH,GARINGER HIGH,-80.78199,35.241017,3,2,5,0.333,0.30%,56,70,126,8.389,8.40%,240,212,452,30.093,30.10%,452,375,827,55.06,55.10%,40,29,69,4.594,4.60%,0,0,0,0,0.00%,13,10,23,1.531,1.50%,"1,502",0,1,1
2014,Garinger High,GARINGER HIGH,-80.78199,35.241017,4,2,6,0.43,0.40%,58,63,121,8.68,8.70%,234,218,452,32.425,32.40%,408,333,741,53.156,53.20%,27,26,53,3.802,3.80%,1,0,1,0.072,0.10%,8,12,20,1.435,1.40%,"1,394",0,1,1
2015,Garinger High,GARINGER HIGH,-80.78199,35.241017,5,6,11,0.629,0.60%,75,66,141,8.066,8.10%,361,301,662,37.872,37.90%,458,392,850,48.627,48.60%,31,26,57,3.261,3.30%,1,0,1,0.057,0.10%,10,16,26,1.487,1.50%,"1,748",0,1,1
2016,Garinger High,GARINGER HIGH,-80.78199,35.241017,6,2,8,0.427,0.40%,62,57,119,6.347,6.30%,394,356,750,40,40.00%,474,428,902,48.107,48.10%,32,30,62,3.307,3.30%,0,1,1,0.053,0.10%,18,15,33,1.76,1.80%,"1,875",0,1,1
2017,Garinger High,GARINGER HIGH,-80.78199,35.241017,4,3,7,0.361,0.40%,75,59,134,6.907,6.90%,422,389,811,41.804,41.80%,479,413,892,45.979,46.00%,32,28,60,3.093,3.10%,1,2,3,0.155,0.20%,19,14,33,1.701,1.70%,"1,940",0,1,1
2018,Garinger High,GARINGER HIGH,-80.78199,35.241017,2,1,3,0.165,0.20%,81,69,150,8.264,8.30%,435,361,796,43.857,43.90%,407,358,765,42.149,42.10%,36,32,68,3.747,3.70%,1,0,1,0.055,0.10%,18,14,32,1.763,1.80%,"1,815",0,1,1
2019,Garinger High,GARINGER HIGH,-80.78199,35.241017,0,1,1,0.056,0.10%,63,68,131,7.38,7.40%,406,346,752,42.366,42.40%,399,388,787,44.338,44.30%,36,31,67,3.775,3.80%,2,2,4,0.225,0.20%,20,13,33,1.859,1.90%,"1,775",0,1,1
2020,Garinger High,GARINGER HIGH,-80.78199,35.241017,0,1,1,0.058,0.10%,46,63,109,6.348,6.30%,440,368,808,47.059,47.10%,349,319,668,38.905,38.90%,36,32,68,3.96,4.00%,0,2,2,0.116,0.10%,36,25,61,3.553,3.60%,1717,0,1,1
2011,GARINGER HIGH - INTERNATIONAL,GARINGER HIGH - INTERNATIONAL,-80.78199,35.241017,1,0,1,0.262,0.30%,5,8,13,3.412,3.40%,63,84,147,38.583,38.60%,87,115,202,53.018,53.00%,5,8,13,3.412,3.40%,0,0,0,0,0.00%,3,2,5,1.312,1.30%,381,0,1,1
2012,GARINGER HIGH - INTERNATIONAL,GARINGER HIGH - INTERNATIONAL,-80.78199,35.241017,1,1,2,0.583,0.60%,12,11,23,6.706,6.70%,64,82,146,42.566,42.60%,69,84,153,44.606,44.60%,7,10,17,4.956,5.00%,0,0,0,0,0.00%,0,2,2,0.583,0.60%,343,0,1,1
2011,GARINGER HIGH - NEW TECHNOLOGY,GARINGER HIGH - NEW TECHNOLOGY,-80.78199,35.241017,0,0,0,0,0.00%,15,15,30,7.317,7.30%,70,39,109,26.585,26.60%,139,87,226,55.122,55.10%,26,13,39,9.512,9.50%,0,0,0,0,0.00%,2,4,6,1.463,1.50%,410,0,1,1
2012,GARINGER HIGH - NEW TECHNOLOGY,GARINGER HIGH - NEW TECHNOLOGY,-80.78199,35.241017,0,0,0,0,0.00%,11,13,24,6.045,6.00%,72,43,115,28.967,29.00%,133,89,222,55.919,55.90%,23,10,33,8.312,8.30%,0,0,0,0,0.00%,1,2,3,0.756,0.80%,397,0,1,1
2011,GARINGER HIGH-BUSINESS & FINAN,GARINGER HIGH-BUSINESS & FINAN,-80.78199,35.241017,0,0,0,0,0.00%,7,11,18,4.651,4.70%,49,38,87,22.481,22.50%,136,121,257,66.408,66.40%,6,7,13,3.359,3.40%,0,0,0,0,0.00%,3,9,12,3.101,3.10%,387,0,1,1
2012,GARINGER HIGH-BUSINESS & FINAN,GARINGER HIGH-BUSINESS & FINAN,-80.78199,35.241017,0,0,0,0,0.00%,11,10,21,6.462,6.50%,37,43,80,24.615,24.60%,114,92,206,63.385,63.40%,7,6,13,4,4.00%,0,0,0,0,0.00%,3,2,5,1.538,1.50%,325,0,1,1
2011,GARINGER HIGH-LEADERSHIP/PUBLI,GARINGER HIGH-LEADERSHIP/PUBLI,-80.78199,35.241017,1,1,2,0.49,0.50%,9,6,15,3.676,3.70%,49,37,86,21.078,21.10%,149,139,288,70.588,70.60%,8,6,14,3.431,3.40%,0,0,0,0,0.00%,3,0,3,0.735,0.70%,408,0,1,1
2012,GARINGER HIGH-LEADERSHIP/PUBLI,GARINGER HIGH-LEADERSHIP/PUBLI,-80.78199,35.241017,2,1,3,0.885,0.90%,8,7,15,4.425,4.40%,52,32,84,24.779,24.80%,121,100,221,65.192,65.20%,7,7,14,4.13,4.10%,0,0,0,0,0.00%,2,0,2,0.59,0.60%,339,0,1,1
2011,GARINGER HIGH-MATH/SCIENCE,GARINGER HIGH-MATH/SCIENCE,-80.78199,35.241017,0,0,0,0,0.00%,19,17,36,9,9.00%,47,51,98,24.5,24.50%,122,123,245,61.25,61.30%,9,5,14,3.5,3.50%,0,0,0,0,0.00%,3,4,7,1.75,1.80%,400,0,1,1
2012,GARINGER HIGH-MATH/SCIENCE,GARINGER HIGH-MATH/SCIENCE,-80.78199,35.241017,1,0,1,0.273,0.30%,16,23,39,10.656,10.70%,42,51,93,25.41,25.40%,119,97,216,59.016,59.00%,7,4,11,3.005,3.00%,0,0,0,0,0.00%,4,2,6,1.639,1.60%,366,0,1,1
2009,GARINGER-BUSINESS &,GARINGER-BUSINESS &,-80.78199,35.241017,0,1,1,0.329,0.30%,5,8,13,4.276,4.30%,34,32,66,21.711,21.70%,105,108,213,70.066,70.10%,6,5,11,3.618,3.60%,0,0,0,0,0.00%,0,0,0,0,0.00%,304,0,1,1
2010,GARINGER-BUSINESS &,GARINGER-BUSINESS &,-80.78199,35.241017,0,1,1,0.275,0.30%,10,11,21,5.769,5.80%,35,40,75,20.604,20.60%,130,124,254,69.78,69.80%,6,7,13,3.571,3.60%,0,0,0,0,0.00%,0,0,0,0,0.00%,364,0,1,1
2009,GARINGER-INTERNATION,GARINGER-INTERNATION,-80.78199,35.241017,0,2,2,0.727,0.70%,2,4,6,2.182,2.20%,45,69,114,41.455,41.50%,72,69,141,51.273,51.30%,2,10,12,4.364,4.40%,0,0,0,0,0.00%,0,0,0,0,0.00%,275,0,1,1
2010,GARINGER-INTERNATION,GARINGER-INTERNATION,-80.78199,35.241017,1,1,2,0.538,0.50%,2,8,10,2.688,2.70%,54,81,135,36.29,36.30%,101,110,211,56.72,56.70%,7,7,14,3.763,3.80%,0,0,0,0,0.00%,0,0,0,0,0.00%,372,0,1,1
2009,GARINGER-LEADERSHIP,GARINGER-LEADERSHIP,-80.78199,35.241017,0,0,0,0,0.00%,7,8,15,4.777,4.80%,46,41,87,27.707,27.70%,94,107,201,64.013,64.00%,6,5,11,3.503,3.50%,0,0,0,0,0.00%,0,0,0,0,0.00%,314,0,1,1
2010,GARINGER-LEADERSHIP,GARINGER-LEADERSHIP,-80.78199,35.241017,0,0,0,0,0.00%,8,5,13,3.591,3.60%,43,38,81,22.376,22.40%,130,124,254,70.166,70.20%,7,7,14,3.867,3.90%,0,0,0,0,0.00%,0,0,0,0,0.00%,362,0,1,1
2009,GARINGER-MATH/SCIENC,GARINGER-MATH/SCIENC,-80.78199,35.241017,0,1,1,0.341,0.30%,8,3,11,3.754,3.80%,47,40,87,29.693,29.70%,100,80,180,61.433,61.40%,9,5,14,4.778,4.80%,0,0,0,0,0.00%,0,0,0,0,0.00%,293,0,1,1
2010,GARINGER-MATH/SCIENC,GARINGER-MATH/SCIENC,-80.78199,35.241017,0,1,1,0.29,0.30%,11,5,16,4.638,4.60%,54,44,98,28.406,28.40%,111,107,218,63.188,63.20%,9,3,12,3.478,3.50%,0,0,0,0,0.00%,0,0,0,0,0.00%,345,0,1,1
2009,GARINGER-NEW TECHNOL,GARINGER-NEW TECHNOL,-80.78199,35.241017,0,0,0,0,0.00%,18,7,25,7.44,7.40%,54,25,79,23.512,23.50%,117,68,185,55.06,55.10%,28,19,47,13.988,14.00%,0,0,0,0,0.00%,0,0,0,0,0.00%,336,0,0,0
2010,GARINGER-NEW TECHNOL,GARINGER-NEW TECHNOL,-80.78199,35.241017,0,0,0,0,0.00%,14,13,27,6.323,6.30%,74,30,104,24.356,24.40%,155,93,248,58.08,58.10%,39,9,48,11.241,11.20%,0,0,0,0,0.00%,0,0,0,0,0.00%,427,0,0,0
2019,Governors Village STEM Academy (Lower),GOVERNOR'S VILLAGE STEM ACAD. (LOWER),-80.775424,35.296483,2,2,4,0.373,0.40%,88,75,163,15.205,15.20%,120,106,226,21.082,21.10%,322,298,620,57.836,57.80%,17,16,33,3.078,3.10%,1,0,1,0.093,0.10%,14,11,25,2.332,2.30%,"1,072",0,1,1
2020,Governor's Village STEM Acad. (Lower),GOVERNOR'S VILLAGE STEM ACAD. (LOWER),-80.775424,35.296483,1,0,1,0.108,0.10%,64,64,128,13.883,13.90%,121,100,221,23.97,24.00%,279,234,513,55.64,55.60%,17,14,31,3.362,3.40%,1,0,1,0.108,0.10%,12,15,27,2.928,2.90%,922,0,1,1
2019,Governors Village STEM Academy (Upper),GOVERNOR'S VILLAGE STEM ACAD. (UPPER),-80.775392,35.296457,0,1,1,0.125,0.10%,21,17,38,4.768,4.80%,102,75,177,22.208,22.20%,262,275,537,67.378,67.40%,24,5,29,3.639,3.60%,0,0,0,0,0.00%,6,9,15,1.882,1.90%,797,0,1,1
2020,Governor's Village STEM Acad. (Upper),GOVERNOR'S VILLAGE STEM ACAD. (UPPER),-80.775392,35.296457,1,1,2,0.235,0.20%,29,23,52,6.11,6.10%,110,83,193,22.679,22.70%,293,258,551,64.747,64.70%,15,5,20,2.35,2.40%,0,0,0,0,0.00%,17,16,33,3.878,3.90%,851,0,1,1
2014,Grand Oak Elementary,GRAND OAK ELEMENTARY,-80.87129,35.426241,2,1,3,0.503,0.50%,16,13,29,4.866,4.90%,12,7,19,3.188,3.20%,10,12,22,3.691,3.70%,268,242,510,85.57,85.60%,1,2,3,0.503,0.50%,4,6,10,1.678,1.70%,596,1,1,1
2015,Grand Oak Elementary,GRAND OAK ELEMENTARY,-80.87129,35.426241,4,0,4,0.666,0.70%,20,8,28,4.659,4.70%,14,9,23,3.827,3.80%,12,17,29,4.825,4.80%,278,230,508,84.526,84.50%,0,1,1,0.166,0.20%,4,4,8,1.331,1.30%,601,1,1,1
2016,Grand Oak Elementary,GRAND OAK ELEMENTARY,-80.87129,35.426241,2,0,2,0.357,0.40%,16,10,26,4.635,4.60%,13,15,28,4.991,5.00%,18,18,36,6.417,6.40%,239,223,462,82.353,82.40%,0,1,1,0.178,0.20%,3,3,6,1.07,1.10%,561,1,1,1
